ID,Review_Text,Avg_Historical_Rating,Sentiment_Score,Sentiment_Label
133,Aplikasi pemesanan mudah dipakai dan responsif. Dignissimos odio eaque laborum temporibus sapiente.,4.55,0.55,positif
47179,Harga naik tapi layanan tidak membaik. Adipisci commodi neque similique ipsa id enim dolorem.,3.92,-0.2,negatif
69935,"Kualitas tidak konsisten, kadang bagus kadang kurang. Repellendus eius earum minima cumque magni quis vitae.",3.48,-0.25,negatif
139353,"Produk cukup baik, kadang waktu tunggu agak lama. Libero est repellendus nam cumque omnis dicta.",3.93,0.0,netral
16196,"Secara umum oke, hanya respon chat kadang lambat. Amet at debitis laudantium.",3.92,-0.3,negatif
85781,"Pelayanan cepat dan ramah, pesanan selalu tepat. Numquam est doloremque quis eaque magnam.",4.22,0.8,positif
65459,"Produk cukup baik, kadang waktu tunggu agak lama. Impedit mollitia vitae sint debitis laboriosam libero reiciendis.",3.73,0.0,netral
97640,"Pelayanan standar, masih bisa ditingkatkan. Ex iste tempore iusto at ipsum.",3.65,0.0,netral
93517,Kadang stok kosong saat jam ramai. Corporis tempore unde non quas.,3.79,0.0,netral
35705,"Kualitas produk konsisten, harga masih masuk akal. Distinctio nulla incidunt natus voluptatum explicabo.",4.31,0.2,positif
130590,Aplikasi pemesanan mudah dipakai dan responsif. Voluptate perferendis id quod iure dicta.,4.21,0.55,positif
119966,"Harga dan kualitas seimbang, pengalaman biasa saja. Amet dolor atque dicta.",4.19,0.0,netral
106833,"Kualitas produk konsisten, harga masih masuk akal. Vel accusamus necessitatibus nihil quibusdam nobis ratione.",4.28,0.2,positif
125318,Kadang stok kosong saat jam ramai. Pariatur optio iure.,3.84,0.0,netral
44835,"Pelayanan standar, masih bisa ditingkatkan. Maiores deleniti magni quisquam deleniti odio voluptas.",4.32,0.0,netral
11511,"Pelayanan cepat dan ramah, pesanan selalu tepat. Perspiciatis adipisci consectetur atque laboriosam nobis.",4.48,0.8,positif
139683,"Sudah beberapa kali order, pengalaman makin menurun. Explicabo perspiciatis repellat quaerat cupiditate molestiae atque.",2.06,-0.3,negatif
118227,"Pelayanan standar, masih bisa ditingkatkan. Aliquid quis magnam id odio impedit suscipit ad.",3.79,0.0,netral
12654,"Harga dan kualitas seimbang, pengalaman biasa saja. Voluptatibus ad delectus natus est.",4.2,0.0,netral
74479,Selalu repeat order karena kualitasnya terjaga. Soluta incidunt nobis repellendus porro illum.,4.73,0.25,positif
140193,"Pengiriman cepat, admin komunikatif. Eveniet quo nihil accusantium dolor.",4.47,0.55,positif
81286,"Secara umum oke, hanya respon chat kadang lambat. Quaerat eligendi recusandae mollitia ea vero.",3.96,-0.3,negatif
148181,"Pengiriman cepat, admin komunikatif. Illum commodi ut iste harum quibusdam suscipit.",5.0,0.55,positif
18157,"Pelayanan cepat dan ramah, pesanan selalu tepat. Sit fugiat dolorum cum eligendi architecto consectetur ipsa.",4.43,0.8,positif
21868,"Secara umum oke, hanya respon chat kadang lambat. In fuga doloremque minima.",3.65,-0.3,negatif
2831,"Pelayanan standar, masih bisa ditingkatkan. Occaecati quos expedita a.",4.13,0.0,netral
127929,Selalu repeat order karena kualitasnya terjaga. Doloribus quam cupiditate vitae labore placeat.,4.73,0.25,positif
5331,Kadang stok kosong saat jam ramai. Corrupti repellendus quasi eligendi dicta soluta veritatis.,3.92,0.0,netral
91749,Aplikasi pemesanan mudah dipakai dan responsif. Natus commodi quasi minima nulla.,4.86,0.55,positif
74991,"Kualitas tidak konsisten, kadang bagus kadang kurang. Ad sunt illum placeat reprehenderit.",3.32,-0.25,negatif
8329,Harga naik tapi layanan tidak membaik. Quibusdam aut tenetur veritatis corrupti laborum veritatis.,3.6,-0.2,negatif
27931,"Pengiriman cepat, admin komunikatif. Nostrum voluptatum aut enim eveniet numquam a.",4.7,0.55,positif
1449,"Secara umum oke, hanya respon chat kadang lambat. Impedit tempora itaque quibusdam neque magnam odio.",3.74,-0.3,negatif
100462,"Pengiriman cepat, admin komunikatif. Dolore occaecati asperiores quod asperiores et.",4.85,0.55,positif
63118,"Harga dan kualitas seimbang, pengalaman biasa saja. Quia optio maiores dolorem quos voluptatibus magnam.",4.47,0.0,netral
128214,"Secara umum oke, hanya respon chat kadang lambat. Eligendi corrupti magni nobis deleniti.",3.85,-0.3,negatif
383,"Pelayanan standar, masih bisa ditingkatkan. Mollitia mollitia at voluptatibus totam.",4.26,0.0,netral
43715,"Kualitas tidak konsisten, kadang bagus kadang kurang. Perferendis hic ipsum dolor.",3.54,-0.25,negatif
66532,"Pelayanan standar, masih bisa ditingkatkan. Enim laborum totam incidunt nobis.",4.47,0.0,netral
4263,Aplikasi pemesanan mudah dipakai dan responsif. Nihil eius quas in mollitia.,4.35,0.55,positif
22621,Respons admin lambat dan informasi kurang jelas. Odit impedit at alias.,3.72,-0.55,negatif
14510,Selalu repeat order karena kualitasnya terjaga. Sequi et expedita natus officia corporis quam.,4.27,0.25,positif
93742,"Secara umum oke, hanya respon chat kadang lambat. Nihil facere facilis maiores enim quae.",4.11,-0.3,negatif
7171,Kadang stok kosong saat jam ramai. Accusantium ipsa ipsum incidunt ipsa expedita.,4.44,0.0,netral
141616,"Secara umum oke, hanya respon chat kadang lambat. Quidem voluptatum odit dolorum aperiam commodi.",4.4,-0.3,negatif
30781,Pesanan sering terlambat saat jam sibuk. Cupiditate reprehenderit facilis aperiam ullam voluptates numquam.,2.9,-0.65,negatif
59222,"Harga dan kualitas seimbang, pengalaman biasa saja. Numquam voluptates aliquid dicta aut ea.",3.51,0.0,netral
28966,"Kualitas tidak konsisten, kadang bagus kadang kurang. Corrupti asperiores eligendi illum doloremque expedita.",2.83,-0.25,negatif
41809,"Pengiriman cepat, admin komunikatif. Eveniet culpa quo deserunt cupiditate facilis.",4.43,0.55,positif
90673,"Transaksi digital lancar, proses checkout tidak ribet. Praesentium a sunt minus ea eum excepturi.",4.36,-0.25,negatif
10489,"Secara umum oke, hanya respon chat kadang lambat. Autem asperiores iure fuga.",4.39,-0.3,negatif
56337,"Pengiriman cepat, admin komunikatif. Repellat natus eos quidem vel assumenda amet.",4.46,0.55,positif
146736,"Pelayanan standar, masih bisa ditingkatkan. Necessitatibus dolore ipsa deleniti cumque.",4.52,0.0,netral
7686,"Pelayanan standar, masih bisa ditingkatkan. Laboriosam rem ipsa tempora officia.",4.55,0.0,netral
46303,Kadang stok kosong saat jam ramai. Illum tempore necessitatibus enim quam placeat repudiandae maiores.,4.23,0.0,netral
27972,Selalu repeat order karena kualitasnya terjaga. Vitae beatae hic minus dolor architecto odio quo.,4.57,0.25,positif
38667,"Secara umum oke, hanya respon chat kadang lambat. Voluptates mollitia nesciunt illum soluta animi ipsam.",4.51,-0.3,negatif
115171,Kadang stok kosong saat jam ramai. Libero magni itaque fugiat quaerat facilis.,4.16,0.0,netral
31626,"Pelayanan cepat dan ramah, pesanan selalu tepat. A eius similique reprehenderit exercitationem.",4.86,0.8,positif
92885,Pesanan sering terlambat saat jam sibuk. Ipsam excepturi hic suscipit nisi quas.,3.22,-0.65,negatif
140940,Aplikasi pemesanan mudah dipakai dan responsif. Pariatur iste quasi earum facere.,4.97,0.55,positif
34205,"Pelayanan standar, masih bisa ditingkatkan. Error voluptatem accusamus et.",4.24,0.0,netral
72106,"Kualitas tidak konsisten, kadang bagus kadang kurang. Aperiam corrupti neque tenetur voluptate incidunt.",2.99,-0.25,negatif
33288,"Secara umum oke, hanya respon chat kadang lambat. Animi sit id dolorum cum.",3.98,-0.3,negatif
105805,Harga naik tapi layanan tidak membaik. Debitis voluptatum aliquid error provident eum facere.,3.49,-0.2,negatif
75377,"Secara umum oke, hanya respon chat kadang lambat. Laudantium occaecati optio sequi ducimus quos.",3.75,-0.3,negatif
104348,"Secara umum oke, hanya respon chat kadang lambat. Delectus ipsum possimus et officiis exercitationem.",3.65,-0.3,negatif
73547,"Kualitas produk konsisten, harga masih masuk akal. Reprehenderit necessitatibus quo unde veritatis.",4.44,0.2,positif
34184,"Pelayanan cepat dan ramah, pesanan selalu tepat. Ab dolore libero enim delectus.",4.38,0.8,positif
51414,Respons admin lambat dan informasi kurang jelas. Et eos optio beatae culpa repudiandae eius.,3.76,-0.55,negatif
141410,Pesanan sering terlambat saat jam sibuk. Dignissimos fuga sed asperiores quis incidunt.,3.21,-0.65,negatif
88177,Respons admin lambat dan informasi kurang jelas. Rerum maiores autem saepe corporis laboriosam itaque.,3.16,-0.55,negatif
33317,Aplikasi pemesanan mudah dipakai dan responsif. Impedit at ipsum sapiente ab error expedita.,4.88,0.55,positif
60815,Aplikasi pemesanan mudah dipakai dan responsif. Sequi voluptatem deleniti incidunt eveniet.,4.67,0.55,positif
88347,"Sudah beberapa kali order, pengalaman makin menurun. Voluptatum dignissimos et cum dolore in.",3.41,-0.3,negatif
74237,Pesanan sering terlambat saat jam sibuk. Voluptatum accusamus earum repudiandae ratione.,3.7,-0.65,negatif
148659,"Kualitas produk konsisten, harga masih masuk akal. Mollitia enim fuga impedit sint blanditiis consectetur.",4.58,0.2,positif
3572,Kadang stok kosong saat jam ramai. Dolores magni magnam veniam earum et mollitia aperiam.,2.31,0.0,netral
100875,"Secara umum oke, hanya respon chat kadang lambat. Quaerat velit sequi corporis.",4.44,-0.3,negatif
144307,"Secara umum oke, hanya respon chat kadang lambat. Quasi quas at ipsa fugit blanditiis.",4.76,-0.3,negatif
82140,Kadang stok kosong saat jam ramai. Amet corrupti nobis.,4.16,0.0,netral
91350,"Pelayanan standar, masih bisa ditingkatkan. Laborum laboriosam dolorum excepturi excepturi aut occaecati.",4.44,0.0,netral
113015,Aplikasi pemesanan mudah dipakai dan responsif. Quasi nemo nisi dignissimos.,4.22,0.55,positif
147526,"Harga dan kualitas seimbang, pengalaman biasa saja. Doloremque mollitia modi asperiores.",4.27,0.0,netral
63625,"Pengiriman cepat, admin komunikatif. Debitis nulla odit omnis vitae perspiciatis.",4.82,0.55,positif
17098,"Pelayanan standar, masih bisa ditingkatkan. Quo necessitatibus nostrum laboriosam tempora nobis.",4.45,0.0,netral
134182,"Kualitas produk konsisten, harga masih masuk akal. Ullam doloremque magnam veritatis quam possimus sit animi.",4.37,0.2,positif
7439,Selalu repeat order karena kualitasnya terjaga. Est molestiae molestias architecto voluptatem.,4.73,0.25,positif
87893,"Pengiriman cepat, admin komunikatif. Officiis ut id voluptate necessitatibus iste modi assumenda.",4.5,0.55,positif
135386,"Pengiriman cepat, admin komunikatif. Architecto blanditiis nisi facilis quod quia eveniet.",4.47,0.55,positif
102587,"Pelayanan standar, masih bisa ditingkatkan. Sit labore porro magni.",3.93,0.0,netral
113093,Pesanan sering terlambat saat jam sibuk. Maxime odit harum accusantium molestias eos.,3.73,-0.65,negatif
74007,Kadang stok kosong saat jam ramai. Eius quos debitis numquam quasi explicabo ratione.,4.28,0.0,netral
58765,"Secara umum oke, hanya respon chat kadang lambat. Veritatis numquam maiores natus.",4.37,-0.3,negatif
114928,"Harga dan kualitas seimbang, pengalaman biasa saja. Labore facilis excepturi perferendis blanditiis ipsam adipisci eius.",4.31,0.0,netral
147009,"Kualitas produk konsisten, harga masih masuk akal. Tenetur reprehenderit ex dolor quas.",4.69,0.2,positif
111223,"Produk cukup baik, kadang waktu tunggu agak lama. Porro quae laudantium assumenda eaque.",4.4,0.0,netral
106353,Kadang stok kosong saat jam ramai. Aut fuga aspernatur repudiandae itaque.,4.07,0.0,netral
55269,Aplikasi pemesanan mudah dipakai dan responsif. Fugiat architecto voluptatibus porro dolor vitae.,4.58,0.55,positif
26839,Respons admin lambat dan informasi kurang jelas. Exercitationem eligendi quo eos.,3.78,-0.55,negatif
62537,"Secara umum oke, hanya respon chat kadang lambat. Minus est perspiciatis quibusdam itaque delectus.",3.65,-0.3,negatif
41551,"Harga dan kualitas seimbang, pengalaman biasa saja. Sit sed eaque nisi laboriosam ut.",4.15,0.0,netral
120808,"Harga dan kualitas seimbang, pengalaman biasa saja. Incidunt at quidem hic eveniet reprehenderit earum iste.",3.75,0.0,netral
10257,"Pengiriman cepat, admin komunikatif. Incidunt expedita commodi omnis eaque minus fugiat libero.",4.64,0.55,positif
714,"Pengiriman cepat, admin komunikatif. Exercitationem quasi occaecati quo.",4.42,0.55,positif
85414,Proses pembayaran sering bermasalah. Iste aspernatur dicta ipsam.,1.64,-0.35,negatif
20740,"Pengiriman cepat, admin komunikatif. Dolores perferendis aliquid dicta eligendi.",4.67,0.55,positif
77818,Kadang stok kosong saat jam ramai. Recusandae suscipit cupiditate ullam inventore repudiandae beatae velit.,4.06,0.0,netral
48901,"Harga dan kualitas seimbang, pengalaman biasa saja. Eaque temporibus numquam occaecati at.",3.66,0.0,netral
62529,"Kualitas produk konsisten, harga masih masuk akal. Aspernatur voluptas magnam reprehenderit voluptas.",4.45,0.2,positif
144426,"Transaksi digital lancar, proses checkout tidak ribet. Itaque ipsum laboriosam libero.",4.27,-0.25,negatif
53405,Harga naik tapi layanan tidak membaik. Illum maxime ipsam excepturi deleniti voluptates occaecati.,3.24,-0.2,negatif
38628,"Produk cukup baik, kadang waktu tunggu agak lama. Sequi rerum eaque architecto eos quos possimus.",4.13,0.0,netral
64265,"Pengiriman cepat, admin komunikatif. A sequi magnam deleniti eos.",4.77,0.55,positif
48938,Kadang stok kosong saat jam ramai. Ullam debitis nemo facilis.,4.08,0.0,netral
86938,"Harga dan kualitas seimbang, pengalaman biasa saja. Alias inventore dolorum rerum inventore similique molestias.",4.37,0.0,netral
91919,"Transaksi digital lancar, proses checkout tidak ribet. Aliquid eius eos quisquam.",4.36,-0.25,negatif
78072,"Sudah beberapa kali order, pengalaman makin menurun. Est temporibus dignissimos quod accusamus.",3.06,-0.3,negatif
27553,"Secara umum oke, hanya respon chat kadang lambat. Perferendis est labore illo doloremque.",3.69,-0.3,negatif
137793,"Secara umum oke, hanya respon chat kadang lambat. Molestias ipsa ab impedit eos.",4.32,-0.3,negatif
16218,"Harga dan kualitas seimbang, pengalaman biasa saja. Delectus iusto quas.",4.15,0.0,netral
147552,"Pelayanan cepat dan ramah, pesanan selalu tepat. Inventore nulla reiciendis.",4.86,0.8,positif
71214,Proses pembayaran sering bermasalah. Accusamus ducimus officiis atque sed.,3.91,-0.35,negatif
31083,Kadang stok kosong saat jam ramai. Ut dolorem nulla suscipit minima vero.,4.38,0.0,netral
44277,"Sudah beberapa kali order, pengalaman makin menurun. Ab ullam temporibus ea.",3.33,-0.3,negatif
147902,"Kualitas produk konsisten, harga masih masuk akal. Ex a minus vero non dolor fugit.",4.8,0.2,positif
92950,Aplikasi pemesanan mudah dipakai dan responsif. Magni ad quod laudantium minus laboriosam reiciendis.,4.32,0.55,positif
68806,"Pelayanan standar, masih bisa ditingkatkan. Dignissimos dignissimos qui.",4.44,0.0,netral
124288,Aplikasi pemesanan mudah dipakai dan responsif. Sequi facere repellat exercitationem reprehenderit repudiandae sapiente.,5.0,0.55,positif
10851,Selalu repeat order karena kualitasnya terjaga. Quia eius ratione repellat possimus quos possimus.,4.48,0.25,positif
95284,Harga naik tapi layanan tidak membaik. Labore inventore praesentium reiciendis sint delectus.,3.72,-0.2,negatif
116682,"Produk cukup baik, kadang waktu tunggu agak lama. Similique dicta dolores sed voluptate.",3.77,0.0,netral
103597,"Pengiriman cepat, admin komunikatif. In autem ducimus numquam odio quas quos.",4.62,0.55,positif
30582,"Pelayanan standar, masih bisa ditingkatkan. Maiores et numquam saepe ex magnam quisquam.",4.02,0.0,netral
85349,"Pengiriman cepat, admin komunikatif. Molestias aut alias ut officiis illo.",4.4,0.55,positif
53718,Aplikasi pemesanan mudah dipakai dan responsif. Aut facere ratione distinctio repellendus molestiae optio.,4.91,0.55,positif
19641,"Pengiriman cepat, admin komunikatif. Officia minima cupiditate accusamus culpa.",4.51,0.55,positif
59936,"Secara umum oke, hanya respon chat kadang lambat. Magni fugit laudantium at impedit.",3.99,-0.3,negatif
129992,Selalu repeat order karena kualitasnya terjaga. Tempore labore explicabo neque.,4.5,0.25,positif
136040,"Transaksi digital lancar, proses checkout tidak ribet. Illo a dicta quia debitis adipisci in.",4.3,-0.25,negatif
41446,Selalu repeat order karena kualitasnya terjaga. Alias sit architecto sit omnis dolores necessitatibus.,4.94,0.25,positif
16939,"Produk cukup baik, kadang waktu tunggu agak lama. Beatae maiores ipsam suscipit sit repellendus officiis.",4.32,0.0,netral
113424,"Pelayanan cepat dan ramah, pesanan selalu tepat. Deleniti nihil inventore similique officia ullam quod consectetur.",4.39,0.8,positif
44004,"Produk cukup baik, kadang waktu tunggu agak lama. Temporibus commodi sed nobis.",3.7,0.0,netral
107216,"Secara umum oke, hanya respon chat kadang lambat. Inventore quas architecto ullam modi.",4.22,-0.3,negatif
131330,"Secara umum oke, hanya respon chat kadang lambat. Provident ullam beatae ad nesciunt ut temporibus.",3.79,-0.3,negatif
109623,"Secara umum oke, hanya respon chat kadang lambat. Tempore labore sequi nihil soluta.",3.57,-0.3,negatif
107155,"Produk cukup baik, kadang waktu tunggu agak lama. Ut distinctio quis molestias.",3.85,0.0,netral
45847,Aplikasi pemesanan mudah dipakai dan responsif. Blanditiis praesentium eaque ex expedita.,4.46,0.55,positif
105316,Pesanan sering terlambat saat jam sibuk. Numquam magnam inventore alias nam.,3.76,-0.65,negatif
94535,Kadang stok kosong saat jam ramai. Reprehenderit perferendis officia eveniet itaque possimus.,4.12,0.0,netral
56865,"Pengiriman cepat, admin komunikatif. Quaerat mollitia ab itaque tempora deleniti eum.",4.29,0.55,positif
138306,"Transaksi digital lancar, proses checkout tidak ribet. Rerum facere aspernatur debitis tempore.",4.73,-0.25,negatif
101333,Respons admin lambat dan informasi kurang jelas. Aspernatur at atque nihil.,3.77,-0.55,negatif
124565,"Pelayanan cepat dan ramah, pesanan selalu tepat. Odio consequatur et reiciendis.",4.98,0.8,positif
148133,Kadang stok kosong saat jam ramai. Eius recusandae minima placeat vel accusantium aperiam voluptas.,4.21,0.0,netral
144682,"Pelayanan standar, masih bisa ditingkatkan. Maxime consequuntur perspiciatis magni laborum dolore nemo.",3.56,0.0,netral
131014,Kadang stok kosong saat jam ramai. Nam debitis illum sed reprehenderit blanditiis.,4.13,0.0,netral
128877,Kadang stok kosong saat jam ramai. Beatae quisquam id suscipit non qui.,4.25,0.0,netral
87574,Harga naik tapi layanan tidak membaik. Nemo culpa eaque.,3.63,-0.2,negatif
127234,"Harga dan kualitas seimbang, pengalaman biasa saja. Recusandae alias totam deserunt veniam.",4.44,0.0,netral
110380,Kadang stok kosong saat jam ramai. Dolorum necessitatibus porro officiis.,3.92,0.0,netral
16434,Proses pembayaran sering bermasalah. Maxime placeat mollitia ipsam sequi earum.,3.47,-0.35,negatif
85522,"Produk cukup baik, kadang waktu tunggu agak lama. Aliquam quas numquam saepe beatae corrupti possimus.",4.13,0.0,netral
22546,"Pelayanan standar, masih bisa ditingkatkan. Quas expedita ex impedit eum fugit.",3.99,0.0,netral
57456,Kadang stok kosong saat jam ramai. Dolorem asperiores delectus placeat deserunt voluptas tempora.,3.79,0.0,netral
86763,Harga naik tapi layanan tidak membaik. Amet cupiditate neque veritatis doloribus ducimus corrupti.,3.63,-0.2,negatif
50753,"Secara umum oke, hanya respon chat kadang lambat. Vel id cumque aliquam maiores.",3.76,-0.3,negatif
57021,"Produk cukup baik, kadang waktu tunggu agak lama. Culpa consectetur odit sint non qui.",3.51,0.0,netral
102471,"Harga dan kualitas seimbang, pengalaman biasa saja. Ad nemo exercitationem aliquam provident voluptate.",3.95,0.0,netral
22375,"Kualitas produk konsisten, harga masih masuk akal. Occaecati repudiandae magni officiis.",4.29,0.2,positif
118037,Selalu repeat order karena kualitasnya terjaga. Ipsum ea aspernatur maiores.,4.54,0.25,positif
20619,Kadang stok kosong saat jam ramai. Recusandae sed soluta.,4.12,0.0,netral
95465,Selalu repeat order karena kualitasnya terjaga. Placeat nulla minus nam ipsum et.,4.32,0.25,positif
122722,Aplikasi pemesanan mudah dipakai dan responsif. Quod aliquid enim voluptatum dolor.,4.24,0.55,positif
94821,Selalu repeat order karena kualitasnya terjaga. Dolore fugit tempora error error eum vel.,4.24,0.25,positif
121769,Kadang stok kosong saat jam ramai. Magnam adipisci iste porro.,4.81,0.0,netral
16637,Kadang stok kosong saat jam ramai. Placeat voluptatibus repellendus corrupti explicabo repellendus sapiente.,4.64,0.0,netral
21861,"Kualitas produk konsisten, harga masih masuk akal. Deserunt aspernatur fugiat accusantium possimus eos.",4.7,0.2,positif
51777,Pesanan sering terlambat saat jam sibuk. Blanditiis vero fugit deleniti officiis animi officia.,2.29,-0.65,negatif
94235,"Kualitas tidak konsisten, kadang bagus kadang kurang. Earum repudiandae officia.",3.34,-0.25,negatif
8885,"Kualitas produk konsisten, harga masih masuk akal. Placeat excepturi aliquid harum alias illum.",4.93,0.2,positif
88875,"Kualitas produk konsisten, harga masih masuk akal. Alias temporibus vitae culpa repudiandae suscipit.",4.3,0.2,positif
91508,"Harga dan kualitas seimbang, pengalaman biasa saja. Repudiandae perferendis laborum optio vero dolor.",4.29,0.0,netral
54140,"Pelayanan cepat dan ramah, pesanan selalu tepat. Ipsam reprehenderit ratione similique facilis deserunt.",4.48,0.8,positif
73419,Selalu repeat order karena kualitasnya terjaga. Saepe reprehenderit quisquam maiores natus cupiditate.,4.36,0.25,positif
148747,"Transaksi digital lancar, proses checkout tidak ribet. Perferendis totam quo atque suscipit.",4.61,-0.25,negatif
139747,Kadang stok kosong saat jam ramai. Tempora dolorem praesentium ex nesciunt dolore distinctio.,3.89,0.0,netral
37435,Kadang stok kosong saat jam ramai. Pariatur velit eveniet adipisci assumenda.,4.04,0.0,netral
118900,"Kualitas produk konsisten, harga masih masuk akal. Totam non voluptatem eos aliquam.",4.31,0.2,positif
129996,Respons admin lambat dan informasi kurang jelas. Nostrum delectus laboriosam quibusdam sit consequatur fuga magnam.,4.02,-0.55,negatif
89221,Selalu repeat order karena kualitasnya terjaga. Vitae autem dolorem deleniti sequi omnis consequatur.,5.0,0.25,positif
11716,Selalu repeat order karena kualitasnya terjaga. Culpa quasi ducimus rerum illum.,4.36,0.25,positif
108715,Aplikasi pemesanan mudah dipakai dan responsif. Pariatur laborum at sunt dolor commodi.,4.53,0.55,positif
77698,"Produk cukup baik, kadang waktu tunggu agak lama. A quidem unde atque.",4.04,0.0,netral
108339,Proses pembayaran sering bermasalah. Numquam nostrum quam.,3.62,-0.35,negatif
26385,"Pelayanan standar, masih bisa ditingkatkan. Officiis natus magni mollitia alias laborum.",4.58,0.0,netral
29298,Selalu repeat order karena kualitasnya terjaga. Neque enim odit molestias suscipit quisquam sapiente id.,4.71,0.25,positif
39231,"Kualitas produk konsisten, harga masih masuk akal. Excepturi et delectus odio nostrum doloremque.",4.48,0.2,positif
59358,"Harga dan kualitas seimbang, pengalaman biasa saja. Recusandae architecto magni repellat quia.",3.79,0.0,netral
108124,"Harga dan kualitas seimbang, pengalaman biasa saja. Ab ratione nulla dicta.",4.08,0.0,netral
122669,Aplikasi pemesanan mudah dipakai dan responsif. Minus quaerat odit et.,4.66,0.55,positif
121968,Aplikasi pemesanan mudah dipakai dan responsif. Nemo delectus soluta laborum nulla.,4.36,0.55,positif
11333,"Pelayanan standar, masih bisa ditingkatkan. Tenetur consectetur ipsum officia.",3.82,0.0,netral
50703,"Kualitas tidak konsisten, kadang bagus kadang kurang. Quis cupiditate ratione modi nemo harum.",2.73,-0.25,negatif
42290,Respons admin lambat dan informasi kurang jelas. Quisquam inventore quam perspiciatis.,3.04,-0.55,negatif
94043,Selalu repeat order karena kualitasnya terjaga. Fugiat eveniet numquam sed magni.,4.39,0.25,positif
43987,"Pengiriman cepat, admin komunikatif. Atque error repudiandae quasi molestias eaque.",4.6,0.55,positif
116194,"Secara umum oke, hanya respon chat kadang lambat. Reiciendis facilis dolores non.",4.56,-0.3,negatif
135588,"Pelayanan cepat dan ramah, pesanan selalu tepat. Quibusdam vero atque laudantium quas ducimus aspernatur nisi.",4.31,0.8,positif
112571,Pesanan sering terlambat saat jam sibuk. Temporibus labore non numquam modi esse eligendi.,3.8,-0.65,negatif
47290,"Pengiriman cepat, admin komunikatif. Iusto consequatur ad occaecati nihil.",4.21,0.55,positif
123026,"Secara umum oke, hanya respon chat kadang lambat. Accusantium voluptatibus sapiente vitae quae corporis.",3.69,-0.3,negatif
21018,"Secara umum oke, hanya respon chat kadang lambat. Asperiores aut architecto hic.",4.23,-0.3,negatif
84864,Pesanan sering terlambat saat jam sibuk. Et minus eligendi.,3.18,-0.65,negatif
105087,"Pengiriman cepat, admin komunikatif. Atque cupiditate quis accusamus ipsam.",4.4,0.55,positif
146409,"Harga dan kualitas seimbang, pengalaman biasa saja. Cum iste sequi magnam accusantium consequuntur totam placeat.",4.06,0.0,netral
59550,"Pelayanan standar, masih bisa ditingkatkan. Quis occaecati ad autem nemo dolorum quos.",3.99,0.0,netral
79744,"Produk cukup baik, kadang waktu tunggu agak lama. A quo amet voluptate blanditiis.",4.13,0.0,netral
138610,"Kualitas produk konsisten, harga masih masuk akal. Eligendi consequatur ea ad recusandae.",4.7,0.2,positif
77953,Kadang stok kosong saat jam ramai. Reiciendis cumque est sit sequi earum inventore.,3.86,0.0,netral
19913,Pesanan sering terlambat saat jam sibuk. Sunt at adipisci aut officiis alias.,1.79,-0.65,negatif
79166,"Pengiriman cepat, admin komunikatif. Quo fugit necessitatibus excepturi a.",4.77,0.55,positif
